timestamp,open,high,low,close,volume
1655895600000.0,1088.9,1093.5,1088.3,1092.1,1925.22
1655895900000.0,1092.1,1093.55,1087.95,1088.65,2061.16
1655896200000.0,1088.65,1096.0,1087.3,1094.45,3257.07
1655896500000.0,1094.45,1098.7,1092.15,1093.75,6983.18
1655896800000.0,1093.75,1097.4,1093.0,1095.75,1694.12
1655897100000.0,1095.75,1105.45,1094.7,1101.15,9476.17
1655897400000.0,1101.15,1103.8,1098.15,1099.0,5915.47
1655897700000.0,1099.0,1102.0,1098.35,1101.95,2512.22
1655898000000.0,1101.95,1104.75,1100.0,1103.95,2715.39
1655898300000.0,1103.95,1104.75,1096.35,1098.2,4496.03
1655898600000.0,1098.2,1098.75,1097.15,1098.15,1913.52
1655898900000.0,1098.15,1098.5,1094.3,1096.5,3415.38
1655899200000.0,1096.5,1096.65,1092.1,1093.7,3097.18
1655899500000.0,1093.7,1094.45,1090.15,1093.6,2716.54
1655899800000.0,1093.6,1094.4,1090.7,1092.15,1758.5
1655900100000.0,1092.15,1093.25,1086.8,1091.7,6281.27
1655900400000.0,1091.7,1092.75,1090.4,1092.45,2258.85
1655900700000.0,1092.45,1092.55,1089.3,1091.8,2351.88
1655901000000.0,1091.8,1092.35,1089.1,1089.3,3355.79
1655901300000.0,1089.3,1095.9,1088.3,1095.2,5188.3
1655901600000.0,1095.2,1095.8,1077.25,1080.3,15337.16
1655901900000.0,1080.3,1080.35,1072.95,1074.9,9543.8
1655902200000.0,1074.9,1076.0,1069.0,1075.05,16115.84
1655902500000.0,1075.05,1085.8,1074.4,1082.3,9274.08
1655902800000.0,1082.3,1086.65,1075.65,1077.2,8162.73
1655903100000.0,1077.2,1083.75,1074.55,1083.65,8024.61
1655903400000.0,1083.65,1086.45,1080.8,1083.95,4108.72
1655903700000.0,1083.95,1085.1,1077.45,1079.15,4819.47
1655904000000.0,1079.15,1094.9,1077.15,1091.25,10860.46
1655904300000.0,1091.25,1097.65,1088.25,1096.65,7130.39
1655904600000.0,1096.65,1097.4,1088.15,1090.6,9510.3
1655904900000.0,1090.6,1096.2,1089.05,1092.55,4993.34
1655905200000.0,1092.55,1096.6,1087.1,1095.7,6176.38
1655905500000.0,1095.7,1104.0,1094.85,1098.65,13635.17
1655905800000.0,1098.65,1104.75,1091.25,1104.35,7757.92
1655906100000.0,1104.35,1116.8,1104.35,1111.3,22053.03
1655906400000.0,1111.3,1115.7,1107.0,1111.4,10001.65
1655906700000.0,1111.4,1114.4,1107.75,1113.45,5447.9
1655907000000.0,1113.45,1113.9,1107.0,1110.15,5171.93
1655907300000.0,1110.15,1115.4,1106.95,1114.9,8892.18
1655907600000.0,1114.9,1115.65,1109.2,1114.85,6302.86
1655907900000.0,1114.85,1124.2,1112.5,1117.05,15838.93
1655908200000.0,1117.05,1121.65,1116.5,1117.05,13954.99
1655908500000.0,1117.05,1119.55,1114.2,1115.95,6364.36
1655908800000.0,1115.95,1116.3,1111.7,1114.95,7751.1
1655909100000.0,1114.95,1115.0,1107.5,1109.35,10363.82
1655909400000.0,1109.35,1113.55,1108.75,1110.4,5202.61
1655909700000.0,1110.4,1111.8,1108.0,1109.35,4938.62
1655910000000.0,1109.35,1109.8,1102.75,1106.15,9510.95
1655910300000.0,1106.15,1106.75,1101.45,1103.35,6135.13
1655910600000.0,1103.35,1104.6,1100.4,1100.6,4385.5
1655910900000.0,1100.6,1104.7,1100.2,1104.2,3237.21
1655911200000.0,1104.2,1104.5,1101.0,1102.5,3101.45
1655911500000.0,1102.5,1104.0,1095.05,1097.45,5770.81
1655911800000.0,1097.45,1103.55,1097.3,1099.95,5537.87
1655912100000.0,1099.95,1101.4,1098.15,1098.45,2331.84
1655912400000.0,1098.45,1099.3,1086.9,1089.45,13254.15
1655912700000.0,1089.45,1092.15,1084.8,1089.8,10184.51
1655913000000.0,1089.8,1090.3,1080.5,1081.7,10146.58
1655913300000.0,1081.7,1083.0,1072.3,1074.3,23213.06
1655913600000.0,1074.3,1078.2,1054.95,1061.85,34412.58
1655913900000.0,1061.85,1062.75,1052.25,1062.15,27793.39
1655914200000.0,1062.15,1065.8,1059.05,1060.95,16254.56
1655914500000.0,1060.95,1072.2,1058.25,1069.45,17820.07
1655914800000.0,1069.45,1076.65,1068.45,1068.5,14908.43
1655915100000.0,1068.5,1071.95,1066.85,1070.15,7896.48
1655915400000.0,1070.15,1074.95,1068.25,1074.1,4546.92
1655915700000.0,1074.1,1075.15,1068.2,1070.55,4186.16
1655916000000.0,1070.55,1072.3,1067.4,1069.7,2372.59
1655916300000.0,1069.7,1070.7,1066.25,1067.75,4011.31
1655916600000.0,1067.75,1070.25,1066.8,1069.7,3196.1
1655916900000.0,1069.7,1079.0,1069.7,1078.45,7846.05
1655917200000.0,1078.45,1078.75,1071.5,1073.55,5313.66
1655917500000.0,1073.55,1075.95,1071.3,1073.85,3397.21
1655917800000.0,1073.85,1078.95,1073.8,1078.05,5708.62
1655918100000.0,1078.05,1081.6,1077.45,1081.35,4895.47
1655918400000.0,1081.35,1086.2,1079.3,1082.65,6303.3
1655918700000.0,1082.65,1083.45,1080.15,1081.6,2784.56
1655919000000.0,1081.6,1081.9,1080.1,1080.9,1522.53
1655919300000.0,1080.9,1083.4,1080.15,1080.8,1799.0
1655919600000.0,1080.8,1080.8,1072.8,1077.55,6435.88
1655919900000.0,1077.55,1087.3,1076.55,1084.8,9667.95
1655920200000.0,1084.8,1086.75,1079.2,1080.4,3781.93
1655920500000.0,1080.4,1082.0,1078.2,1081.65,2418.22
1655920800000.0,1081.65,1082.2,1078.05,1078.4,1880.26
1655921100000.0,1078.4,1085.6,1078.05,1083.7,2718.9
1655921400000.0,1083.7,1086.65,1082.0,1086.65,1704.04
1655921700000.0,1086.65,1088.6,1084.85,1086.2,3544.83
1655922000000.0,1086.2,1087.0,1082.6,1086.15,2150.1
1655922300000.0,1086.15,1086.3,1081.2,1082.0,2007.75
1655922600000.0,1082.0,1083.4,1080.1,1082.8,2037.28
1655922900000.0,1082.8,1085.2,1082.0,1083.45,2764.72
1655923200000.0,1083.45,1085.8,1081.2,1084.2,2234.59
1655923500000.0,1084.2,1085.5,1080.7,1081.55,2221.65
1655923800000.0,1081.55,1081.6,1078.4,1079.85,3494.99
1655924100000.0,1079.85,1082.0,1079.25,1080.8,1180.08
1655924400000.0,1080.8,1082.45,1078.05,1082.05,2365.62
1655924700000.0,1082.05,1083.3,1075.0,1075.4,4639.73
1655925000000.0,1075.4,1080.95,1075.4,1080.25,2100.06
1655925300000.0,1080.25,1080.55,1076.25,1076.75,2502.66
1655925600000.0,1076.75,1078.0,1075.65,1076.2,1102.9
1655925900000.0,1076.2,1076.6,1071.0,1073.2,2865.9
1655926200000.0,1073.2,1074.95,1070.3,1070.7,3296.28
1655926500000.0,1070.7,1071.8,1063.55,1063.55,5267.93
1655926800000.0,1063.55,1068.0,1062.0,1065.75,7412.43
1655927100000.0,1065.75,1066.4,1060.1,1060.85,3916.95
1655927400000.0,1060.85,1071.8,1060.05,1068.95,8075.83
1655927700000.0,1068.95,1074.55,1068.75,1069.7,6592.79
1655928000000.0,1069.7,1073.05,1061.2,1063.8,8815.76
1655928300000.0,1063.8,1068.7,1063.5,1066.15,3808.59
1655928600000.0,1066.15,1074.65,1065.9,1072.1,5018.27
1655928900000.0,1072.1,1073.85,1070.25,1070.9,3697.99
1655929200000.0,1070.9,1072.5,1068.85,1070.35,1985.58
1655929500000.0,1070.35,1070.6,1067.4,1067.6,3060.0
1655929800000.0,1067.6,1067.6,1055.0,1055.35,8753.91
1655930100000.0,1055.35,1057.8,1042.0,1048.25,24066.2
1655930400000.0,1048.25,1050.0,1045.05,1048.6,7407.24
1655930700000.0,1048.6,1056.9,1042.85,1052.3,13532.39
1655931000000.0,1052.3,1056.75,1051.6,1053.85,3879.42
1655931300000.0,1053.85,1055.05,1048.1,1048.5,5086.63
1655931600000.0,1048.5,1055.45,1046.95,1054.1,4131.67
1655931900000.0,1054.1,1057.15,1051.95,1053.8,2813.96
1655932200000.0,1053.8,1054.7,1050.45,1053.9,1731.11
1655932500000.0,1053.9,1054.85,1049.4,1054.3,2782.44
1655932800000.0,1054.3,1058.55,1050.45,1050.55,4096.34
1655933100000.0,1050.55,1052.5,1047.95,1052.4,4134.65
1655933400000.0,1052.4,1054.65,1049.1,1051.25,1075.66
1655933700000.0,1051.25,1051.45,1044.6,1045.9,3949.18
1655934000000.0,1045.9,1048.45,1044.95,1047.75,1791.61
1655934300000.0,1047.75,1056.1,1047.75,1055.45,4505.55
1655934600000.0,1055.45,1058.95,1054.6,1056.95,1698.1
1655934900000.0,1056.95,1062.45,1056.75,1058.35,2958.24
1655935200000.0,1058.35,1060.0,1057.05,1057.5,2371.73
1655935500000.0,1057.5,1060.95,1055.25,1059.85,3907.98
1655935800000.0,1059.85,1064.7,1055.75,1058.1,4643.83
1655936100000.0,1058.1,1058.3,1054.2,1054.25,2481.7
1655936400000.0,1054.25,1056.95,1054.2,1055.85,1442.9
1655936700000.0,1055.85,1058.8,1054.6,1055.55,1624.41
1655937000000.0,1055.55,1060.65,1054.9,1059.5,2599.46
1655937300000.0,1059.5,1061.85,1059.05,1059.65,2502.15
1655937600000.0,1059.65,1061.25,1058.2,1060.9,2484.96
1655937900000.0,1060.9,1061.15,1057.45,1058.9,2078.69
1655938200000.0,1058.9,1066.05,1058.2,1062.7,3674.38
1655938500000.0,1062.7,1064.45,1060.8,1060.85,2004.63
1655938800000.0,1060.85,1062.35,1060.1,1061.6,1666.66
1655939100000.0,1061.6,1062.2,1060.95,1061.7,1048.97
1655939400000.0,1061.7,1061.7,1057.65,1057.8,2718.59
1655939700000.0,1057.8,1059.65,1056.0,1057.3,1652.09
1655940000000.0,1057.3,1059.25,1055.55,1056.8,1283.77
1655940300000.0,1056.8,1058.7,1056.8,1057.45,1214.85
1655940600000.0,1057.45,1061.2,1055.9,1056.15,2940.61
1655940900000.0,1056.15,1056.2,1051.4,1052.45,2791.08
1655941200000.0,1052.45,1053.2,1049.0,1051.2,4247.94
1655941500000.0,1051.2,1053.95,1048.45,1049.05,4754.12
1655941800000.0,1049.05,1052.35,1048.2,1048.85,2704.05
1655942100000.0,1048.85,1049.25,1047.6,1049.2,1837.11
1655942400000.0,1049.2,1056.85,1044.1,1052.4,6286.45
1655942700000.0,1052.4,1061.05,1052.4,1059.5,7526.16
1655943000000.0,1059.5,1068.9,1059.45,1064.9,7349.02
1655943300000.0,1064.9,1071.95,1063.5,1069.35,9013.85
1655943600000.0,1069.35,1071.5,1065.6,1066.35,3075.58
1655943900000.0,1066.35,1081.95,1066.35,1073.45,14001.86
1655944200000.0,1073.45,1076.0,1069.1,1071.3,5523.57
1655944500000.0,1071.3,1071.65,1068.35,1070.0,2807.54
1655944800000.0,1070.0,1079.0,1069.55,1076.85,4838.08
1655945100000.0,1076.85,1078.45,1074.7,1077.0,1997.99
1655945400000.0,1077.0,1083.85,1075.75,1080.05,6396.74
1655945700000.0,1080.05,1082.8,1077.3,1077.6,3300.21
1655946000000.0,1077.6,1078.65,1073.15,1075.25,4844.61
1655946300000.0,1075.25,1076.7,1074.0,1075.5,1991.53
1655946600000.0,1075.5,1077.6,1073.1,1073.55,3486.02
1655946900000.0,1073.55,1076.7,1072.3,1075.95,3052.85
1655947200000.0,1075.95,1082.8,1075.65,1081.65,4535.84
1655947500000.0,1081.65,1094.95,1081.05,1091.05,13045.17
1655947800000.0,1091.05,1098.0,1091.0,1093.0,10500.44
1655948100000.0,1093.0,1093.8,1091.6,1091.95,2485.04
1655948400000.0,1091.95,1092.35,1089.6,1090.0,2095.87
1655948700000.0,1090.0,1091.0,1086.9,1088.0,2795.52
1655949000000.0,1088.0,1088.5,1085.05,1085.55,2793.51
1655949300000.0,1085.55,1086.7,1082.4,1083.8,3420.68
1655949600000.0,1083.8,1089.0,1083.8,1088.1,3752.81
1655949900000.0,1088.1,1088.6,1083.8,1084.55,1504.05
1655950200000.0,1084.55,1084.55,1081.85,1083.7,1609.69
1655950500000.0,1083.7,1085.1,1081.8,1083.9,1741.04
1655950800000.0,1083.9,1086.5,1083.4,1083.65,1060.67
1655951100000.0,1083.65,1085.55,1083.4,1083.6,866.79
1655951400000.0,1083.6,1093.0,1082.9,1087.35,4823.84
1655951700000.0,1087.35,1089.5,1083.25,1086.65,2042.73
1655952000000.0,1086.65,1087.35,1084.6,1087.1,1255.62
1655952300000.0,1087.1,1091.0,1086.6,1090.0,1484.89
1655952600000.0,1090.0,1090.6,1087.45,1088.55,1793.26
1655952900000.0,1088.55,1088.55,1083.6,1084.75,2190.8
1655953200000.0,1084.75,1085.75,1078.0,1079.1,6547.41
1655953500000.0,1079.1,1080.85,1078.95,1080.15,1295.2
1655953800000.0,1080.15,1081.0,1076.8,1077.0,2746.55
1655954100000.0,1077.0,1079.0,1077.0,1078.85,2082.33
1655954400000.0,1078.85,1079.15,1076.85,1078.05,1188.16
1655954700000.0,1078.05,1079.75,1076.4,1079.75,1576.06
1655955000000.0,1079.75,1079.75,1076.65,1077.95,2213.85
1655955300000.0,1077.95,1078.7,1076.4,1077.15,1833.65
1655955600000.0,1077.15,1078.3,1075.2,1076.25,1914.65
1655955900000.0,1076.25,1078.5,1074.65,1077.75,1800.66
1655956200000.0,1077.75,1078.65,1077.2,1078.2,996.49
1655956500000.0,1078.2,1078.25,1074.7,1075.45,1277.44
1655956800000.0,1075.45,1077.05,1073.3,1076.45,2497.02
1655957100000.0,1076.45,1076.7,1072.6,1072.65,1902.53
1655957400000.0,1072.65,1075.0,1071.3,1073.7,2128.5
1655957700000.0,1073.7,1074.8,1073.15,1074.3,829.43
1655958000000.0,1074.3,1079.1,1073.75,1079.05,2162.38
1655958300000.0,1079.05,1084.5,1078.85,1079.5,4828.35
1655958600000.0,1079.5,1083.35,1078.45,1081.55,1655.92
1655958900000.0,1081.55,1083.0,1080.9,1082.4,884.09
1655959200000.0,1082.4,1087.6,1081.9,1085.35,3130.6
1655959500000.0,1085.35,1087.5,1083.85,1086.95,1843.54
1655959800000.0,1086.95,1087.45,1084.85,1085.5,949.49
1655960100000.0,1085.5,1089.2,1085.45,1086.5,1531.89
1655960400000.0,1086.5,1089.8,1086.45,1087.5,1557.43
1655960700000.0,1087.5,1087.75,1081.1,1082.25,3336.34
1655961000000.0,1082.25,1085.0,1082.05,1084.8,1814.67
1655961300000.0,1084.8,1085.0,1082.3,1082.95,1112.28
1655961600000.0,1082.95,1088.65,1082.25,1083.7,2121.02
1655961900000.0,1083.7,1088.6,1083.65,1086.9,3100.38
1655962200000.0,1086.9,1091.65,1086.9,1089.5,2528.0
1655962500000.0,1089.5,1091.65,1087.35,1087.65,1462.24
1655962800000.0,1087.65,1088.0,1086.5,1086.75,618.91
1655963100000.0,1086.75,1088.4,1085.1,1087.45,1076.43
1655963400000.0,1087.45,1087.45,1082.25,1082.45,2089.0
1655963700000.0,1082.45,1085.4,1082.25,1084.7,1058.49
1655964000000.0,1084.7,1084.8,1081.65,1084.0,1530.29
1655964300000.0,1084.0,1084.35,1082.0,1083.75,645.09
1655964600000.0,1083.75,1084.15,1082.1,1082.35,1199.49
1655964900000.0,1082.35,1084.0,1081.8,1083.95,857.79
1655965200000.0,1083.95,1086.95,1082.35,1085.95,1496.14
1655965500000.0,1085.95,1096.6,1085.25,1092.3,6920.9
1655965800000.0,1092.3,1107.8,1090.45,1102.5,19160.51
1655966100000.0,1102.5,1110.4,1102.0,1104.9,11511.99
1655966400000.0,1104.9,1107.1,1103.6,1104.6,6078.21
1655966700000.0,1104.6,1105.5,1102.45,1104.4,3872.33
1655967000000.0,1104.4,1104.45,1100.45,1101.65,1459.03
1655967300000.0,1101.65,1102.4,1098.5,1098.95,2349.56
1655967600000.0,1098.95,1103.05,1097.5,1102.3,4193.73
1655967900000.0,1102.3,1103.6,1100.55,1102.3,1706.09
1655968200000.0,1102.3,1106.35,1101.45,1104.1,3220.35
1655968500000.0,1104.1,1104.1,1098.3,1099.75,2194.88
1655968800000.0,1099.75,1099.75,1096.55,1096.55,1523.03
1655969100000.0,1096.55,1097.85,1096.25,1096.6,1450.87
1655969400000.0,1096.6,1097.3,1095.65,1096.75,1643.9
1655969700000.0,1096.75,1098.4,1094.7,1097.95,2124.73
1655970000000.0,1097.95,1099.75,1097.05,1098.25,1708.05
1655970300000.0,1098.25,1098.8,1089.65,1090.9,6244.68
1655970600000.0,1090.9,1093.65,1090.05,1092.15,3593.29
1655970900000.0,1092.15,1093.25,1090.4,1091.0,3369.65
1655971200000.0,1091.0,1095.1,1090.6,1094.3,4837.08
1655971500000.0,1094.3,1095.95,1093.3,1095.95,2412.56
1655971800000.0,1095.95,1102.4,1095.95,1099.9,7383.52
1655972100000.0,1099.9,1102.9,1097.35,1097.6,2852.96
1655972400000.0,1097.6,1101.0,1096.85,1099.95,1633.04
1655972700000.0,1099.95,1102.6,1099.4,1099.45,1991.84
1655973000000.0,1099.45,1101.25,1093.35,1093.6,3078.2
1655973300000.0,1093.6,1095.8,1092.8,1093.0,2063.22
1655973600000.0,1093.0,1094.1,1092.05,1093.35,2395.6
1655973900000.0,1093.35,1094.55,1091.05,1092.8,2156.58
1655974200000.0,1092.8,1094.05,1092.6,1093.35,913.53
1655974500000.0,1093.35,1098.35,1092.95,1097.45,3189.35
1655974800000.0,1097.45,1100.8,1097.45,1098.8,3254.87
1655975100000.0,1098.8,1099.5,1098.15,1099.5,2121.53
1655975400000.0,1099.5,1103.25,1099.5,1102.05,2455.46
1655975700000.0,1102.05,1103.25,1100.25,1102.15,2300.25
1655976000000.0,1102.15,1119.0,1100.35,1102.95,16918.89
1655976300000.0,1102.95,1104.55,1097.25,1099.75,5552.73
1655976600000.0,1099.75,1105.0,1096.2,1104.35,4736.62
1655976900000.0,1104.35,1104.35,1094.3,1095.2,4173.24
1655977200000.0,1095.2,1096.65,1092.75,1094.95,3808.19
1655977500000.0,1094.95,1098.75,1093.75,1097.2,2096.23
1655977800000.0,1097.2,1107.85,1097.2,1106.1,8980.65
1655978100000.0,1106.1,1113.15,1102.9,1110.1,12351.59
1655978400000.0,1110.1,1116.15,1108.5,1115.4,12230.96
1655978700000.0,1115.4,1116.45,1108.9,1110.55,13093.04
1655979000000.0,1110.55,1114.4,1110.1,1114.2,6354.07
1655979300000.0,1114.2,1115.0,1111.15,1111.5,5338.61
1655979600000.0,1111.5,1114.1,1111.15,1111.2,2585.84
1655979900000.0,1111.2,1114.5,1111.15,1111.5,1750.38
1655980200000.0,1111.5,1112.75,1108.5,1109.7,3025.56
1655980500000.0,1109.7,1111.85,1109.2,1111.1,2541.39
1655980800000.0,1111.1,1114.2,1111.05,1113.2,2718.29
1655981100000.0,1113.2,1115.4,1109.65,1110.65,5720.05
1655981400000.0,1110.65,1110.65,1108.0,1108.75,2747.37
1655981700000.0,1108.75,1110.65,1107.95,1109.15,1875.6
1655982000000.0,1109.15,1110.0,1106.2,1107.25,2533.13
1655982300000.0,1107.25,1107.65,1106.35,1106.85,1051.37
1655982600000.0,1106.85,1109.15,1106.25,1107.6,2563.64
1655982900000.0,1107.6,1109.25,1105.15,1106.3,3064.92
1655983200000.0,1106.3,1109.1,1106.2,1107.9,2110.78
1655983500000.0,1107.9,1109.85,1107.0,1109.3,1826.38
1655983800000.0,1109.3,1110.25,1104.5,1107.3,2301.86
1655984100000.0,1107.3,1107.7,1106.25,1106.85,917.05
1655984400000.0,1106.85,1106.9,1103.1,1105.65,3157.56
1655984700000.0,1105.65,1106.4,1102.5,1105.95,2278.39
1655985000000.0,1105.95,1107.35,1105.1,1105.6,1992.88
1655985300000.0,1105.6,1106.4,1105.0,1106.25,945.32
1655985600000.0,1106.25,1112.0,1105.6,1110.15,4509.5
1655985900000.0,1110.15,1114.0,1107.7,1107.75,5489.99
1655986200000.0,1107.75,1120.0,1107.3,1115.7,12994.18
1655986500000.0,1115.7,1124.0,1111.8,1112.85,12345.61
1655986800000.0,1112.85,1121.2,1111.4,1119.75,5591.1
1655987100000.0,1119.75,1122.3,1117.55,1121.6,4391.68
1655987400000.0,1121.6,1133.0,1120.6,1126.0,20321.73
1655987700000.0,1126.0,1128.8,1117.75,1117.75,10437.49
1655988000000.0,1117.75,1121.2,1116.6,1117.95,8092.74
1655988300000.0,1117.95,1120.95,1117.25,1118.45,4746.95
1655988600000.0,1118.45,1118.45,1113.25,1114.55,5415.29
1655988900000.0,1114.55,1118.3,1113.85,1118.0,4336.02
1655989200000.0,1118.0,1120.0,1114.2,1114.9,3918.28
1655989500000.0,1114.9,1121.95,1114.7,1121.95,3917.41
1655989800000.0,1121.95,1123.15,1117.05,1118.25,3908.03
1655990100000.0,1118.25,1121.1,1115.35,1116.65,2084.97
1655990400000.0,1116.65,1120.0,1115.95,1118.45,2792.39
1655990700000.0,1118.45,1120.5,1116.6,1117.05,3369.83
1655991000000.0,1117.05,1123.6,1114.5,1120.5,9744.29
1655991300000.0,1120.5,1120.5,1110.05,1112.05,9422.97
1655991600000.0,1112.05,1116.65,1110.95,1112.15,6595.36
1655991900000.0,1112.15,1114.3,1105.8,1111.55,10407.35
1655992200000.0,1111.55,1112.55,1099.8,1102.35,10455.99
1655992500000.0,1102.35,1108.5,1101.55,1107.5,6171.04
1655992800000.0,1107.5,1108.55,1103.5,1105.3,4010.35
1655993100000.0,1105.3,1109.8,1100.65,1101.15,5325.92
1655993400000.0,1101.15,1103.3,1099.6,1102.95,4550.14
1655993700000.0,1102.95,1105.55,1101.3,1102.15,2662.73
1655994000000.0,1102.15,1107.3,1101.45,1104.55,2866.16
1655994300000.0,1104.55,1105.75,1102.8,1103.85,2156.8
1655994600000.0,1103.85,1106.45,1103.2,1104.05,2467.05
1655994900000.0,1104.05,1105.25,1101.3,1102.35,2178.52
1655995200000.0,1102.35,1109.7,1102.3,1108.15,5028.14
1655995500000.0,1108.15,1112.75,1107.8,1109.75,5694.75
1655995800000.0,1109.75,1110.35,1106.2,1106.5,8268.82
1655996100000.0,1106.5,1110.3,1106.45,1109.85,8393.88
1655996400000.0,1109.85,1109.95,1104.8,1104.8,4588.4
1655996700000.0,1104.8,1106.15,1103.85,1106.1,3013.02
1655997000000.0,1106.1,1111.0,1105.0,1109.05,5019.7
1655997300000.0,1109.05,1109.05,1102.6,1103.4,5223.16
1655997600000.0,1103.4,1105.4,1093.2,1098.65,10601.46
1655997900000.0,1098.65,1100.0,1093.65,1094.5,5030.54
1655998200000.0,1094.5,1095.8,1086.1,1089.45,12774.8
1655998500000.0,1089.45,1092.6,1086.3,1087.7,10581.95
1655998800000.0,1087.7,1091.85,1087.0,1091.3,6099.33
1655999100000.0,1091.3,1092.6,1089.8,1090.7,4138.9
1655999400000.0,1090.7,1097.15,1090.15,1095.1,6344.54
1655999700000.0,1095.1,1096.75,1092.7,1093.1,3238.4
1656000000000.0,1093.1,1094.65,1087.15,1088.75,6044.17
1656000300000.0,1088.75,1091.7,1084.85,1090.35,5852.76
1656000600000.0,1090.35,1091.65,1088.75,1090.75,1470.52
1656000900000.0,1090.75,1093.55,1089.9,1092.75,3148.69
1656001200000.0,1092.75,1093.3,1087.5,1090.45,2956.17
1656001500000.0,1090.45,1094.3,1089.05,1091.1,3679.58
1656001800000.0,1091.1,1093.3,1090.4,1092.5,1582.09
1656002100000.0,1092.5,1094.65,1091.9,1092.35,2917.38
1656002400000.0,1092.35,1094.35,1091.45,1093.5,1384.61
1656002700000.0,1093.5,1097.2,1092.8,1095.55,3317.43
1656003000000.0,1095.55,1096.0,1094.1,1094.15,2032.99
1656003300000.0,1094.15,1094.15,1088.7,1089.15,2510.6
1656003600000.0,1089.15,1089.3,1081.6,1084.65,8711.36
1656003900000.0,1084.65,1091.9,1084.5,1090.6,4416.16
1656004200000.0,1090.6,1093.6,1090.2,1091.7,2105.94
1656004500000.0,1091.7,1094.7,1091.7,1093.7,2358.39
1656004800000.0,1093.7,1094.4,1092.15,1093.05,1110.24
1656005100000.0,1093.05,1093.6,1088.85,1089.65,2805.28
1656005400000.0,1089.65,1093.65,1089.6,1091.75,1611.72
1656005700000.0,1091.75,1091.95,1087.15,1090.25,2878.46
1656006000000.0,1090.25,1091.95,1087.45,1091.3,1667.43
1656006300000.0,1091.3,1093.8,1090.8,1093.3,1564.11
1656006600000.0,1093.3,1098.0,1092.95,1093.95,3850.71
1656006900000.0,1093.95,1095.35,1092.1,1092.75,1695.1
1656007200000.0,1092.75,1095.5,1092.0,1095.15,1075.04
1656007500000.0,1095.15,1095.15,1089.55,1090.3,2364.75
1656007800000.0,1090.3,1095.2,1088.25,1093.2,3226.0
1656008100000.0,1093.2,1096.45,1093.2,1096.25,2354.17
1656008400000.0,1096.25,1096.9,1094.8,1096.45,2936.46
1656008700000.0,1096.45,1097.9,1095.65,1096.85,1825.31
1656009000000.0,1096.85,1103.3,1096.5,1100.15,6574.33
1656009300000.0,1100.15,1101.9,1096.7,1098.0,2348.09
1656009600000.0,1098.0,1101.6,1097.95,1101.6,2161.51
1656009900000.0,1101.6,1102.0,1097.0,1099.8,1552.66
1656010200000.0,1099.8,1102.4,1099.1,1099.45,2386.24
1656010500000.0,1099.45,1101.35,1098.5,1100.7,1347.83
1656010800000.0,1100.7,1101.0,1099.6,1100.6,1458.03
1656011100000.0,1100.6,1112.9,1098.35,1109.8,11225.67
1656011400000.0,1109.8,1112.9,1104.3,1108.05,11344.41
